Temperature             Voltage	
7.857767572	1.513529132
7.860322088	1.513409734
7.862889256	1.513290335
7.865468913	1.513170936
7.868060894	1.513051538
7.870665037	1.512932139
7.873281177	1.512812741
7.875909152	1.512693342
7.878548797	1.512573943
7.881199949	1.512454545
7.883862445	1.512335146
7.88653612	1.512215748
7.889220812	1.512096349
7.891916357	1.51197695
7.89462259	1.511857552
7.89733935	1.511738153
7.900066471	1.511618755
7.902803791	1.511499356
7.905551145	1.511379957
7.908308371	1.511260559
7.911075305	1.51114116
7.913851783	1.511021762
7.916637642	1.510902363
7.919432717	1.510782964
7.922236846	1.510663566
7.925049865	1.510544167
7.927871611	1.510424769
7.930701919	1.51030537
7.933540626	1.510185971
7.936387569	1.510066573
7.939242584	1.509947174
7.942105508	1.509827776
7.944976176	1.509708377
7.947854426	1.509588978
7.950740094	1.50946958
7.953633015	1.509350181
7.956533028	1.509230782
7.959439967	1.509111384
7.962353671	1.508991985
7.965273974	1.508872587
7.968200713	1.508753188
7.971133725	1.508633789
7.974072847	1.508514391
7.977017914	1.508394992
7.979968763	1.508275594
7.982925231	1.508156195
7.985887154	1.508036796
7.988854368	1.507917398
7.99182671	1.507797999
7.994804017	1.507678601
7.997786124	1.507559202
8.000772868	1.507439803
8.003764086	1.507320405
8.006759613	1.507201006
8.009759287	1.507081608
8.012762944	1.506962209
8.015770421	1.50684281
8.018781553	1.506723412
8.021796177	1.506604013
8.024814129	1.506484615
8.027835247	1.506365216
8.030859366	1.506245817
8.033886323	1.506126419
8.036915955	1.50600702
8.039948097	1.505887622
8.042982586	1.505768223
8.046019259	1.505648824
8.049057952	1.505529426
8.052098501	1.505410027
8.055140743	1.505290628
8.058184515	1.50517123
8.061229652	1.505051831
8.064275992	1.504932433
8.06732337	1.504813034
8.070371623	1.504693635
8.073420587	1.504574237
8.0764701	1.504454838
8.079519997	1.50433544
8.082570115	1.504216041
8.085620289	1.504096642
8.088670358	1.503977244
8.091720157	1.503857845
8.094769522	1.503738447
8.09781829	1.503619048
8.100866297	1.503499649
8.10391338	1.503380251
8.106959376	1.503260852
8.11000412	1.503141454
8.113047449	1.503022055
8.116089199	1.502902656
8.119129208	1.502783258
8.122167311	1.502663859
8.125203345	1.502544461
8.128237146	1.502425062
8.131268551	1.502305663
8.134297396	1.502186265
8.137323517	1.502066866
8.140346751	1.501947468
8.143366935	1.501828069
8.146383905	1.50170867
8.149397497	1.501589272
8.152407547	1.501469873
8.155413893	1.501350474
8.15841637	1.501231076
8.161414815	1.501111677
8.164409065	1.500992279
8.167398956	1.50087288
8.170384323	1.500753481
8.173365005	1.500634083
8.176340837	1.500514684
8.179311655	1.500395286
8.182277296	1.500275887
8.185237597	1.500156488
8.188192393	1.50003709
8.191141522	1.499917691
8.19408482	1.499798293
8.197022123	1.499678894
8.199953267	1.499559495
8.20287809	1.499440097
8.205796426	1.499320698
8.208708114	1.4992013
8.211612989	1.499081901
8.214510888	1.498962502
8.217401647	1.498843104
8.220285103	1.498723705
8.223161092	1.498604307
8.22602945	1.498484908
8.228890014	1.498365509
8.23174262	1.498246111
8.234587106	1.498126712
8.237423306	1.498007314
8.240251058	1.497887915
8.243070198	1.497768516
8.245880563	1.497649118
8.248681988	1.497529719
8.251474311	1.49741032
8.254257368	1.497290922
8.257030995	1.497171523
8.259795061	1.497052125
8.262549587	1.496932726
8.265294639	1.496813327
8.268030283	1.496693929
8.270756584	1.49657453
8.27347361	1.496455132
8.276181425	1.496335733
8.278880096	1.496216334
8.281569689	1.496096936
8.28425027	1.495977537
8.286921904	1.495858139
8.289584658	1.49573874
8.292238597	1.495619341
8.294883788	1.495499943
8.297520296	1.495380544
8.300148188	1.495261146
8.302767529	1.495141747
8.305378385	1.495022348
8.307980823	1.49490295
8.310574908	1.494783551
8.313160706	1.494664153
8.315738284	1.494544754
8.318307706	1.494425355
8.32086904	1.494305957
8.323422351	1.494186558
8.325967705	1.49406716
8.328505167	1.493947761
8.331034805	1.493828362
8.333556684	1.493708964
8.336070869	1.493589565
8.338577427	1.493470167
8.341076425	1.493350768
8.343567926	1.493231369
8.346051999	1.493111971
8.348528708	1.492992572
8.35099812	1.492873173
8.3534603	1.492753775
8.355915315	1.492634376
8.35836323	1.492514978
8.360804112	1.492395579
8.363238026	1.49227618
8.365665039	1.492156782
8.368085215	1.492037383
8.370498622	1.491917985
8.372905326	1.491798586
8.375305391	1.491679187
8.377698885	1.491559789
8.380085873	1.49144039
8.382466421	1.491320992
8.384840595	1.491201593
8.387208461	1.491082194
8.389570085	1.490962796
8.391925532	1.490843397
8.39427487	1.490723999
8.396618163	1.4906046
8.398955479	1.490485201
8.401286882	1.490365803
8.403612438	1.490246404
8.405932215	1.490127006
8.408246277	1.490007607
8.41055469	1.489888208
8.412857522	1.48976881
8.415154836	1.489649411
8.4174467	1.489530013
8.41973318	1.489410614
8.422014341	1.489291215
8.424290249	1.489171817
8.42656097	1.489052418
8.428826571	1.488933019
8.431087117	1.488813621
8.433342674	1.488694222
8.435593308	1.488574824
8.437839086	1.488455425
8.440080072	1.488336026
8.442316333	1.488216628
8.444547936	1.488097229
8.446774945	1.487977831
8.448997427	1.487858432
8.451215448	1.487739033
8.453429074	1.487619635
8.45563837	1.487500236
8.457843404	1.487380838
8.46004424	1.487261439
8.462240944	1.48714204
8.464433583	1.487022642
8.466622223	1.486903243
8.468806929	1.486783845
8.470987768	1.486664446
8.473164805	1.486545047
8.475338107	1.486425649
8.477507738	1.48630625
8.479673767	1.486186852
8.481836257	1.486067453
8.483995276	1.485948054
8.486150888	1.485828656
8.488303161	1.485709257
8.49045216	1.485589859
8.492597951	1.48547046
8.494740601	1.485351061
8.496880174	1.485231663
8.499016737	1.485112264
8.501150356	1.484992865
8.503281096	1.484873467
8.505409025	1.484754068
8.507534207	1.48463467
8.509656709	1.484515271
8.511776597	1.484395872
8.513893937	1.484276474
8.516008794	1.484157075
8.518121234	1.484037677
8.520231324	1.483918278
8.52233913	1.483798879
8.524444717	1.483679481
8.526548151	1.483560082
8.528649499	1.483440684
8.530748826	1.483321285
8.532846198	1.483201886
8.534941682	1.483082488
8.537035343	1.482963089
8.539127247	1.482843691
8.54121746	1.482724292
8.543306048	1.482604893
8.545393077	1.482485495
8.547478613	1.482366096
8.549562722	1.482246698
8.55164547	1.482127299
8.553726923	1.4820079
8.555807147	1.481888502
8.557886207	1.481769103
8.55996417	1.481649705
8.562041102	1.481530306
8.564117069	1.481410907
8.566192136	1.481291509
8.56826637	1.48117211
8.570339836	1.481052711
8.572412601	1.480933313
8.57448473	1.480813914
8.57655629	1.480694516
8.578627346	1.480575117
8.580697964	1.480455718
8.582768211	1.48033632
8.584838151	1.480216921
8.586907853	1.480097523
8.58897738	1.479978124
8.591046799	1.479858725
8.593116177	1.479739327
8.595185578	1.479619928
8.597255069	1.47950053
8.599324717	1.479381131
8.601394586	1.479261732
8.603464743	1.479142334
8.605535254	1.479022935
8.607606185	1.478903537
8.609677602	1.478784138
8.61174957	1.478664739
8.613822156	1.478545341
8.615895426	1.478425942
8.617969445	1.478306544
8.62004428	1.478187145
8.622119996	1.478067746
8.62419666	1.477948348
8.626274337	1.477828949
8.628353093	1.477709551
8.630432995	1.477590152
8.632514108	1.477470753
8.634596499	1.477351355
8.636680232	1.477231956
8.638765375	1.477112558
8.640851993	1.476993159
8.642940152	1.47687376
8.645029918	1.476754362
8.647121357	1.476634963
8.649214535	1.476515564
8.651309518	1.476396166
8.653406372	1.476276767
8.655505163	1.476157369
8.657605956	1.47603797
8.659708819	1.475918571
8.661813816	1.475799173
8.663921013	1.475679774
8.666030478	1.475560376
8.668142275	1.475440977
8.67025647	1.475321578
8.67237313	1.47520218
8.674492321	1.475082781
8.676614107	1.474963383
8.678738557	1.474843984
8.680865734	1.474724585
8.682995706	1.474605187
8.685128539	1.474485788
8.687264297	1.47436639
8.689403048	1.474246991
8.691544857	1.474127592
8.693689788	1.474008194
8.695837862	1.473888795
8.697989052	1.473769397
8.700143331	1.473649998
8.702300668	1.473530599
8.704461037	1.473411201
8.706624407	1.473291802
8.708790751	1.473172404
8.710960039	1.473053005
8.713132243	1.472933606
8.715307335	1.472814208
8.717485286	1.472694809
8.719666068	1.47257541
8.72184965	1.472456012
8.724036006	1.472336613
8.726225107	1.472217215
8.728416923	1.472097816
8.730611426	1.471978417
8.732808588	1.471859019
8.735008379	1.47173962
8.737210772	1.471620222
8.739415738	1.471500823
8.741623248	1.471381424
8.743833273	1.471262026
8.746045785	1.471142627
8.748260755	1.471023229
8.750478155	1.47090383
8.752697955	1.470784431
8.754920128	1.470665033
8.757144645	1.470545634
8.759371477	1.470426236
8.761600595	1.470306837
8.763831971	1.470187438
8.766065576	1.47006804
8.768301382	1.469948641
8.77053936	1.469829243
8.772779481	1.469709844
8.775021717	1.469590445
8.777266039	1.469471047
8.779512418	1.469351648
8.781760827	1.46923225
8.784011235	1.469112851
8.786263615	1.468993452
8.788517938	1.468874054
8.790774176	1.468754655
8.793032299	1.468635256
8.79529228	1.468515858
8.797554089	1.468396459
8.799817698	1.468277061
8.802083078	1.468157662
8.8043502	1.468038263
8.806619037	1.467918865
8.808889559	1.467799466
8.811161738	1.467680068
8.813435546	1.467560669
8.815710952	1.46744127
8.81798793	1.467321872
8.82026645	1.467202473
8.822546483	1.467083075
8.824828002	1.466963676
8.827110977	1.466844277
8.82939538	1.466724879
8.831681182	1.46660548
8.833968354	1.466486082
8.836256869	1.466366683
8.838546697	1.466247284
8.840837809	1.466127886
8.843130178	1.466008487
8.845423774	1.465889089
8.847718569	1.46576969
8.850014534	1.465650291
8.85231164	1.465530893
8.85460986	1.465411494
8.856909164	1.465292096
8.859209524	1.465172697
8.861510911	1.465053298
8.863813296	1.4649339
8.866116651	1.464814501
8.868420947	1.464695103
8.870726157	1.464575704
8.87303225	1.464456305
8.875339198	1.464336907
8.877646973	1.464217508
8.879955546	1.464098109
8.882264889	1.463978711
8.884574973	1.463859312
8.886885769	1.463739914
8.889197248	1.463620515
8.891509383	1.463501116
8.893822144	1.463381718
8.896135503	1.463262319
8.898449431	1.463142921
8.900763899	1.463023522
8.903078879	1.462904123
8.905394343	1.462784725
8.907710261	1.462665326
8.910026606	1.462545928
8.912343347	1.462426529
8.914660458	1.46230713
8.916977909	1.462187732
8.919295671	1.462068333
8.921613716	1.461948935
8.923932016	1.461829536
8.926250541	1.461710137
8.928569264	1.461590739
8.930888155	1.46147134
8.933207185	1.461351942
8.935526327	1.461232543
8.937845551	1.461113144
8.94016483	1.460993746
8.942484134	1.460874347
8.944803434	1.460754949
8.947122703	1.46063555
8.949441911	1.460516151
8.95176103	1.460396753
8.954080031	1.460277354
8.956398886	1.460157955
8.958717565	1.460038557
8.961036041	1.459919158
8.963354285	1.45979976
8.965672268	1.459680361
8.967989962	1.459560962
8.970307337	1.459441564
8.972624366	1.459322165
8.974941019	1.459202767
8.977257268	1.459083368
8.979573085	1.458963969
8.98188844	1.458844571
8.984203306	1.458725172
8.986517653	1.458605774
8.988831453	1.458486375
8.991144678	1.458366976
8.993457298	1.458247578
8.995769285	1.458128179
8.99808061	1.458008781
9.000391245	1.457889382
9.002701162	1.457769983
9.005010331	1.457650585
9.007318724	1.457531186
9.009626312	1.457411788
9.011933067	1.457292389
9.01423896	1.45717299
9.016543962	1.457053592
9.018848046	1.456934193
9.021151181	1.456814795
9.02345334	1.456695396
9.025754494	1.456575997
9.028054615	1.456456599
9.030353673	1.4563372
9.03265164	1.456217801
9.034948488	1.456098403
9.037244187	1.455979004
9.03953871	1.455859606
9.041832027	1.455740207
9.044124111	1.455620808
9.046414932	1.45550141
9.048704461	1.455382011
9.050992671	1.455262613
9.053279532	1.455143214
9.055565016	1.455023815
9.057849094	1.454904417
9.060131738	1.454785018
9.062412919	1.45466562
9.064692608	1.454546221
9.066970777	1.454426822
9.069247397	1.454307424
9.07152244	1.454188025
9.073795877	1.454068627
9.076067679	1.453949228
9.078337817	1.453829829
9.080606264	1.453710431
9.08287299	1.453591032
9.085137967	1.453471634
9.087401166	1.453352235
9.089662558	1.453232836
9.091922116	1.453113438
9.09417981	1.452994039
9.096435611	1.452874641
9.098689492	1.452755242
9.100941423	1.452635843
9.103191378	1.452516445
9.105439373	1.452397046
9.107685455	1.452277647
9.109929675	1.452158249
9.112172082	1.45203885
9.114412726	1.451919452
9.116651657	1.451800053
9.118888925	1.451680654
9.121124578	1.451561256
9.123358667	1.451441857
9.125591242	1.451322459
9.127822352	1.45120306
9.130052047	1.451083661
9.132280377	1.450964263
9.134507391	1.450844864
9.136733139	1.450725466
9.138957671	1.450606067
9.141181036	1.450486668
9.143403285	1.45036727
9.145624466	1.450247871
9.14784463	1.450128473
9.150063827	1.450009074
9.152282105	1.449889675
9.154499515	1.449770277
9.156716107	1.449650878
9.158931929	1.44953148
9.161147033	1.449412081
9.163361467	1.449292682
9.165575282	1.449173284
9.167788526	1.449053885
9.17000125	1.448934487
9.172213503	1.448815088
9.174425336	1.448695689
9.176636797	1.448576291
9.178847937	1.448456892
9.181058805	1.448337494
9.183269451	1.448218095
9.185479925	1.448098696
9.187690276	1.447979298
9.189900554	1.447859899
9.192110809	1.4477405
9.19432109	1.447621102
9.196531448	1.447501703
9.198741931	1.447382305
9.20095259	1.447262906
9.203163474	1.447143507
9.205374633	1.447024109
9.207586117	1.44690471
9.209797976	1.446785312
9.212010258	1.446665913
9.214223014	1.446546514
9.216436294	1.446427116
9.218650147	1.446307717
9.220864623	1.446188319
9.223079772	1.44606892
9.225295643	1.445949521
9.227512286	1.445830123
9.229729751	1.445710724
9.231948088	1.445591326
9.234167346	1.445471927
9.236387574	1.445352528
9.238608823	1.44523313
9.240831143	1.445113731
9.243054582	1.444994333
9.245279192	1.444874934
9.24750502	1.444755535
9.249732118	1.444636137
9.251960535	1.444516738
9.25419032	1.44439734
9.256421524	1.444277941
9.258654196	1.444158542
9.260888385	1.444039144
9.263124142	1.443919745
9.265361515	1.443800346
9.267600556	1.443680948
9.269841313	1.443561549
9.272083837	1.443442151
9.274328176	1.443322752
9.276574381	1.443203353
9.278822501	1.443083955
9.281072586	1.442964556
9.283324687	1.442845158
9.285578851	1.442725759
9.28783513	1.44260636
9.290093573	1.442486962
9.292354229	1.442367563
9.294617149	1.442248165
9.296882381	1.442128766
9.299149976	1.442009367
9.301419984	1.441889969
9.303692454	1.44177057
9.305967436	1.441651172
9.308244979	1.441531773
9.310525134	1.441412374
9.312807949	1.441292976
9.315093475	1.441173577
9.317381762	1.441054179
9.319672858	1.44093478
9.321966815	1.440815381
9.324263681	1.440695983
9.326563506	1.440576584
9.32886634	1.440457186
9.331172233	1.440337787
9.333481234	1.440218388
9.335793393	1.44009899
9.33810876	1.439979591
9.340427384	1.439860192
9.342749316	1.439740794
9.345074604	1.439621395
9.347403299	1.439501997
9.34973545	1.439382598
9.352071107	1.439263199
9.35441032	1.439143801
9.356753138	1.439024402
9.359099612	1.438905004
9.36144979	1.438785605
9.363803723	1.438666206
9.36616146	1.438546808
9.368523051	1.438427409
9.370888545	1.438308011
9.373257993	1.438188612
9.375631444	1.438069213
9.378008948	1.437949815
9.380390554	1.437830416
9.382776313	1.437711018
9.385166273	1.437591619
9.387560485	1.43747222
9.389958999	1.437352822
9.392361863	1.437233423
9.394769128	1.437114025
9.397180844	1.436994626
9.399597059	1.436875227
9.402017825	1.436755829
9.40444319	1.43663643
9.406873204	1.436517032
9.409307917	1.436397633
9.411747379	1.436278234
9.41419164	1.436158836
9.416640748	1.436039437
9.419094755	1.435920038
9.421553708	1.43580064
9.424017659	1.435681241
9.426486657	1.435561843
9.428960752	1.435442444
9.431439993	1.435323045
9.43392443	1.435203647
9.436414113	1.435084248
9.438909091	1.43496485
9.441409414	1.434845451
9.443915132	1.434726052
9.446426295	1.434606654
9.448942952	1.434487255
9.451465154	1.434367857
9.453992948	1.434248458
9.456526387	1.434129059
9.459065518	1.434009661
9.461610392	1.433890262
9.464161059	1.433770864
9.466717568	1.433651465
9.469279969	1.433532066
9.471848312	1.433412668
9.474422646	1.433293269
9.477003021	1.433173871
9.479589487	1.433054472
9.482182093	1.432935073
9.48478089	1.432815675
9.487385926	1.432696276
9.489997252	1.432576878
9.492614918	1.432457479
9.495238972	1.43233808
9.497869465	1.432218682
9.500506447	1.432099283
9.503149967	1.431979885
9.505800074	1.431860486
9.50845682	1.431741087
9.511120252	1.431621689
9.513790422	1.43150229
9.516467378	1.431382891
9.51915117	1.431263493
9.521841849	1.431144094
9.524539464	1.431024696
9.527244064	1.430905297
9.529955699	1.430785898
9.532674419	1.4306665
9.535400274	1.430547101
9.538133313	1.430427703
9.540873586	1.430308304
9.543621143	1.430188905
9.546376034	1.430069507
9.549138307	1.429950108
9.551908014	1.42983071
9.554685203	1.429711311
9.557469925	1.429591912
9.560262221	1.429472514
9.563062072	1.429353115
9.565869431	1.429233717
9.56868425	1.429114318
9.57150648	1.428994919
9.574336073	1.428875521
9.577172981	1.428756122
9.580017156	1.428636724
9.582868549	1.428517325
9.585727112	1.428397926
9.588592797	1.428278528
9.591465555	1.428159129
9.59434534	1.428039731
9.597232101	1.427920332
9.600125792	1.427800933
9.603026363	1.427681535
9.605933767	1.427562136
9.608847956	1.427442737
9.611768881	1.427323339
9.614696493	1.42720394
9.617630746	1.427084542
9.62057159	1.426965143
9.623518977	1.426845744
9.62647286	1.426726346
9.629433189	1.426606947
9.632399917	1.426487549
9.635372996	1.42636815
9.638352377	1.426248751
9.641338012	1.426129353
9.644329852	1.426009954
9.647327851	1.425890556
9.650331958	1.425771157
9.653342127	1.425651758
9.656358309	1.42553236
9.659380455	1.425412961
9.662408518	1.425293563
9.66544245	1.425174164
9.668482201	1.425054765
9.671527724	1.424935367
9.674578971	1.424815968
9.677635893	1.42469657
9.680698443	1.424577171
9.683766571	1.424457772
9.68684023	1.424338374
9.689919372	1.424218975
9.693003948	1.424099577
9.696093911	1.423980178
9.699189211	1.423860779
9.702289801	1.423741381
9.705395632	1.423621982
9.708506657	1.423502583
9.711622826	1.423383185
9.714744092	1.423263786
9.717870407	1.423144388
9.721001723	1.423024989
9.72413799	1.42290559
9.727279162	1.422786192
9.730425189	1.422666793
9.733576024	1.422547395
9.736731618	1.422427996
9.739891923	1.422308597
9.743056891	1.422189199
9.746226473	1.4220698
9.749400622	1.421950402
9.752579289	1.421831003
9.755762426	1.421711604
9.758949985	1.421592206
9.762141918	1.421472807
9.765338176	1.421353409
9.768538711	1.42123401
9.771743474	1.421114611
9.774952419	1.420995213
9.778165496	1.420875814
9.781382657	1.420756416
9.784603854	1.420637017
9.787829039	1.420517618
9.791058164	1.42039822
9.79429118	1.420278821
9.797528039	1.420159423
9.800768693	1.420040024
9.804013094	1.419920625
9.807261193	1.419801227
9.810512943	1.419681828
9.813768295	1.419562429
9.8170272	1.419443031
9.820289611	1.419323632
9.82355548	1.419204234
9.826824758	1.419084835
9.830097396	1.418965436
9.833373348	1.418846038
9.836652564	1.418726639
9.839934996	1.418607241
9.843220597	1.418487842
9.846509317	1.418368443
9.849801109	1.418249045
9.853095925	1.418129646
9.856393716	1.418010248
9.859694433	1.417890849
9.86299803	1.41777145
9.866304457	1.417652052
9.869613667	1.417532653
9.872925611	1.417413255
9.87624024	1.417293856
9.879557508	1.417174457
9.882877364	1.417055059
9.886199763	1.41693566
9.889524654	1.416816262
9.89285199	1.416696863
9.896181723	1.416577464
9.899513804	1.416458066
9.902848185	1.416338667
9.906184818	1.416219269
9.909523655	1.41609987
9.912864648	1.415980471
9.916207748	1.415861073
9.919552907	1.415741674
9.922900077	1.415622276
9.926249209	1.415502877
9.929600256	1.415383478
9.93295317	1.41526408
9.936307901	1.415144681
9.939664402	1.415025282
9.943022625	1.414905884
9.946382521	1.414786485
9.949744042	1.414667087
9.95310714	1.414547688
9.956471767	1.414428289
9.959837874	1.414308891
9.963205414	1.414189492
9.966574338	1.414070094
9.969944597	1.413950695
9.973316145	1.413831296
9.976688931	1.413711898
9.980062909	1.413592499
9.98343803	1.413473101
9.986814245	1.413353702
9.990191507	1.413234303
9.993569768	1.413114905
9.996948978	1.412995506
10.00032909	1.412876108
10.00371006	1.412756709
10.00709183	1.41263731
10.01047436	1.412517912
10.01385759	1.412398513
10.01724149	1.412279115
10.02062605	1.412159716
10.0240113	1.412040317
10.02739728	1.411920919
10.03078404	1.41180152
10.03417161	1.411682122
10.03756004	1.411562723
10.04094936	1.411443324
10.04433961	1.411323926
10.04773083	1.411204527
10.05112307	1.411085128
10.05451636	1.41096573
10.05791075	1.410846331
10.06130626	1.410726933
10.06470295	1.410607534
10.06810086	1.410488135
10.07150002	1.410368737
10.07490046	1.410249338
10.07830225	1.41012994
10.0817054	1.410010541
10.08510997	1.409891142
10.08851599	1.409771744
10.0919235	1.409652345
10.09533255	1.409532947
10.09874317	1.409413548
10.1021554	1.409294149
10.10556928	1.409174751
10.10898486	1.409055352
10.11240216	1.408935954
10.11582124	1.408816555
10.11924213	1.408697156
10.12266488	1.408577758
10.12608951	1.408458359
10.12951608	1.408338961
10.13294462	1.408219562
10.13637517	1.408100163
10.13980777	1.407980765
10.14324247	1.407861366
10.14667929	1.407741968
10.15011829	1.407622569
10.1535595	1.40750317
10.15700296	1.407383772
10.16044871	1.407264373
10.16389679	1.407144974
10.16734725	1.407025576
10.17080011	1.406906177
10.17425543	1.406786779
10.17771324	1.40666738
10.18117357	1.406547981
10.18463648	1.406428583
10.188102	1.406309184
10.19157017	1.406189786
10.19504104	1.406070387
10.19851463	1.405950988
10.20199099	1.40583159
10.20547016	1.405712191
10.20895219	1.405592793
10.2124371	1.405473394
10.21592495	1.405353995
10.21941576	1.405234597
10.22290959	1.405115198
10.22640646	1.4049958
10.22990643	1.404876401
10.23340952	1.404757002
10.23691579	1.404637604
10.24042526	1.404518205
10.24393799	1.404398807
10.247454	1.404279408
10.25097334	1.404160009
10.25449606	1.404040611
10.25802218	1.403921212
10.26155175	1.403801814
10.26508482	1.403682415
10.26862141	1.403563016
10.27216157	1.403443618
10.27570534	1.403324219
10.27925276	1.403204821
10.28280387	1.403085422
10.28635871	1.402966023
10.28991732	1.402846625
10.29347973	1.402727226
10.297046	1.402607827
10.30061615	1.402488429
10.30419023	1.40236903
10.30776828	1.402249632
10.31135034	1.402130233
10.31493645	1.402010834
10.31852665	1.401891436
10.32212098	1.401772037
10.32571947	1.401652639
10.32932217	1.40153324
10.33292912	1.401413841
10.33654036	1.401294443
10.34015593	1.401175044
10.34377587	1.401055646
10.34740021	1.400936247
10.351029	1.400816848
10.35466228	1.40069745
10.35830009	1.400578051
10.36194246	1.400458653
10.36558944	1.400339254
10.36924107	1.400219855
10.37289739	1.400100457
10.37655844	1.399981058
10.38022425	1.39986166
10.38389487	1.399742261
10.38757034	1.399622862
10.39125069	1.399503464
10.39493598	1.399384065
10.39862622	1.399264667
10.40232148	1.399145268
10.40602178	1.399025869
10.40972718	1.398906471
10.41343769	1.398787072
10.41715338	1.398667673
10.42087427	1.398548275
10.42460041	1.398428876
10.42833183	1.398309478
10.43206858	1.398190079
10.4358107	1.39807068
10.43955822	1.397951282
10.44331119	1.397831883
10.44706965	1.397712485
10.45083363	1.397593086
10.45460318	1.397473687
10.45837834	1.397354289
10.46215914	1.39723489
10.46594563	1.397115492
10.46973784	1.396996093
10.47353582	1.396876694
10.47733961	1.396757296
10.48114924	1.396637897
10.48496476	1.396518499
10.4887862	1.3963991
10.49261361	1.396279701
10.49644702	1.396160303
10.50028648	1.396040904
10.50413199	1.395921506
10.50798348	1.395802107
10.51184091	1.395682708
10.5157042	1.39556331
10.51957332	1.395443911
10.52344818	1.395324513
10.52732874	1.395205114
10.53121494	1.395085715
10.53510672	1.394966317
10.53900402	1.394846918
10.54290678	1.394727519
10.54681494	1.394608121
10.55072844	1.394488722
10.55464723	1.394369324
10.55857125	1.394249925
10.56250043	1.394130526
10.56643471	1.394011128
10.57037405	1.393891729
10.57431838	1.393772331
10.57826764	1.393652932
10.58222177	1.393533533
10.58618072	1.393414135
10.59014442	1.393294736
10.59411282	1.393175338
10.59808585	1.393055939
10.60206347	1.39293654
10.6060456	1.392817142
10.6100322	1.392697743
10.61402319	1.392578345
10.61801853	1.392458946
10.62201816	1.392339547
10.62602201	1.392220149
10.63003003	1.39210075
10.63404216	1.391981352
10.63805833	1.391861953
10.6420785	1.391742554
10.6461026	1.391623156
10.65013057	1.391503757
10.65416235	1.391384359
10.65819789	1.39126496
10.66223713	1.391145561
10.66628	1.391026163
10.67032646	1.390906764
10.67437643	1.390787365
10.67842987	1.390667967
10.6824867	1.390548568
10.68654689	1.39042917
10.69061035	1.390309771
10.69467704	1.390190372
10.6987469	1.390070974
10.70281987	1.389951575
10.70689589	1.389832177
10.7109749	1.389712778
10.71505684	1.389593379
10.71914165	1.389473981
10.72322928	1.389354582
10.72731966	1.389235184
10.73141274	1.389115785
10.73550846	1.388996386
10.73960675	1.388876988
10.74370757	1.388757589
10.74781085	1.388638191
10.75191653	1.388518792
10.75602456	1.388399393
10.76013487	1.388279995
10.7642474	1.388160596
10.76836211	1.388041198
10.77247892	1.387921799
10.77659778	1.3878024
10.78071864	1.387683002
10.78484142	1.387563603
10.78896608	1.387444205
10.79309256	1.387324806
10.79722079	1.387205407
10.80135071	1.387086009
10.80548228	1.38696661
10.80961542	1.386847212
10.81375009	1.386727813
10.81788621	1.386608414
10.82202374	1.386489016
10.82616261	1.386369617
10.83030277	1.386250218
10.83444416	1.38613082
10.83858671	1.386011421
10.84273037	1.385892023
10.84687508	1.385772624
10.85102079	1.385653225
10.85516742	1.385533827
10.85931493	1.385414428
10.86346326	1.38529503
10.86761233	1.385175631
10.87176211	1.385056232
10.87591253	1.384936834
10.88006352	1.384817435
10.88421504	1.384698037
10.88836701	1.384578638
10.8925194	1.384459239
10.89667212	1.384339841
10.90082513	1.384220442
10.90497837	1.384101044
10.90913177	1.383981645
10.91328529	1.383862246
10.91743885	1.383742848
10.92159241	1.383623449
10.9257459	1.383504051
10.92989926	1.383384652
10.93405244	1.383265253
10.93820537	1.383145855
10.942358	1.383026456
10.94651027	1.382907058
10.95066212	1.382787659
10.95481349	1.38266826
10.95896432	1.382548862
10.96311456	1.382429463
10.96726414	1.382310064
10.971413	1.382190666
10.9755611	1.382071267
10.97970836	1.381951869
10.98385473	1.38183247
10.98800015	1.381713071
10.99214456	1.381593673
10.99628791	1.381474274
11.00043013	1.381354876
11.00457116	1.381235477
11.00871095	1.381116078
11.01284944	1.38099668
11.01698657	1.380877281
11.02112228	1.380757883
11.02525651	1.380638484
11.0293892	1.380519085
11.03352029	1.380399687
11.03764973	1.380280288
11.04177746	1.38016089
11.04590341	1.380041491
11.05002753	1.379922092
11.05414976	1.379802694
11.05827004	1.379683295
11.06238831	1.379563897
11.06650452	1.379444498
11.0706186	1.379325099
11.07473057	1.379205701
11.07884052	1.379086302
11.08294854	1.378966904
11.08705474	1.378847505
11.09115921	1.378728106
11.09526205	1.378608708
11.09936336	1.378489309
11.10346323	1.37836991
11.10756176	1.378250512
11.11165906	1.378131113
11.11575522	1.378011715
11.11985033	1.377892316
11.1239445	1.377772917
11.12803782	1.377653519
11.13213039	1.37753412
11.1362223	1.377414722
11.14031367	1.377295323
11.14440457	1.377175924
11.14849512	1.377056526
11.15258541	1.376937127
11.15667553	1.376817729
11.16076559	1.37669833
11.16485568	1.376578931
11.1689459	1.376459533
11.17303635	1.376340134
11.17712712	1.376220736
11.18121832	1.376101337
11.18531004	1.375981938
11.18940238	1.37586254
11.19349543	1.375743141
11.1975893	1.375623743
11.20168409	1.375504344
11.20577988	1.375384945
11.20987678	1.375265547
11.21397489	1.375146148
11.2180743	1.37502675
11.22217511	1.374907351
11.22627742	1.374787952
11.23038133	1.374668554
11.23448694	1.374549155
11.23859433	1.374429756
