Temperature Voltage	
2.7099419884	1.670871184
2.7106221244	1.6708530763
2.7113022605	1.6708349658
2.7119823965	1.6708168525
2.7126625325	1.6707987364
2.7133426685	1.6707806176
2.7140228046	1.6707624959
2.7147029406	1.6707443715
2.7153830766	1.6707262442
2.7160632126	1.6707081143
2.7167433487	1.6706899815
2.7174234847	1.6706718459
2.7181036207	1.6706537076
2.7187837568	1.6706355665
2.7194638928	1.6706174226
2.7201440288	1.670599276
2.7208241648	1.6705811266
2.7215043009	1.6705629745
2.7221844369	1.6705448195
2.7228645729	1.6705266619
2.7235447089	1.6705085014
2.724224845	1.6704903382
2.724904981	1.6704721723
2.725585117	1.6704540036
2.7262652531	1.6704358322
2.7269453891	1.670417658
2.7276255251	1.6703994811
2.7283056611	1.6703813014
2.7289857972	1.670363119
2.7296659332	1.6703449339
2.7303460692	1.670326746
2.7310262052	1.6703085554
2.7317063413	1.670290362
2.7323864773	1.670272166
2.7330666133	1.6702539672
2.7337467494	1.6702357657
2.7344268854	1.6702175614
2.7351070214	1.6701993545
2.7357871574	1.6701811448
2.7364672935	1.6701629324
2.7371474295	1.6701447173
2.7378275655	1.6701264995
2.7385077015	1.6701082789
2.7391878376	1.6700900557
2.7398679736	1.6700718297
2.7405481096	1.6700536011
2.7412282456	1.6700353697
2.7419083817	1.6700171357
2.7425885177	1.669998899
2.7432686537	1.6699806595
2.7439487898	1.6699624174
2.7446289258	1.6699441726
2.7453090618	1.6699259251
2.7459891978	1.6699076749
2.7466693339	1.669889422
2.7473494699	1.6698711664
2.7480296059	1.6698529082
2.7487097419	1.6698346472
2.749389878	1.6698163836
2.750070014	1.6697981174
2.75075015	1.6697798484
2.7514302861	1.6697615768
2.7521104221	1.6697433025
2.7527905581	1.6697250256
2.7534706941	1.669706746
2.7541508302	1.6696884637
2.7548309662	1.6696701788
2.7555111022	1.6696518912
2.7561912382	1.669633601
2.7568713743	1.6696153081
2.7575515103	1.6695970125
2.7582316463	1.6695787143
2.7589117824	1.6695604135
2.7595919184	1.66954211
2.7602720544	1.6695238039
2.7609521904	1.6695054951
2.7616323265	1.6694871837
2.7623124625	1.6694688697
2.7629925985	1.669450553
2.7636727345	1.6694322337
2.7643528706	1.6694139118
2.7650330066	1.6693955872
2.7657131426	1.66937726
2.7663932787	1.6693589302
2.7670734147	1.6693405978
2.7677535507	1.6693222627
2.7684336867	1.6693039251
2.7691138228	1.6692855848
2.7697939588	1.6692672419
2.7704740948	1.6692488964
2.7711542308	1.6692305483
2.7718343669	1.6692121976
2.7725145029	1.6691938442
2.7731946389	1.6691754883
2.773874775	1.6691571298
2.774554911	1.6691387687
2.775235047	1.669120405
2.775915183	1.6691020386
2.7765953191	1.6690836697
2.7772754551	1.6690652982
2.7779555911	1.6690469242
2.7786357271	1.6690285475
2.7793158632	1.6690101683
2.7799959992	1.6689917864
2.7806761352	1.668973402
2.7813562713	1.668955015
2.7820364073	1.6689366255
2.7827165433	1.6689182333
2.7833966793	1.6688998386
2.7840768154	1.6688814414
2.7847569514	1.6688630415
2.7854370874	1.6688446391
2.7861172234	1.6688262342
2.7867973595	1.6688078267
2.7874774955	1.6687894166
2.7881576315	1.6687710039
2.7888377676	1.6687525887
2.7895179036	1.668734171
2.7901980396	1.6687157507
2.7908781756	1.6686973279
2.7915583117	1.6686789025
2.7922384477	1.6686604746
2.7929185837	1.6686420441
2.7935987197	1.6686236111
2.7942788558	1.6686051756
2.7949589918	1.6685867375
2.7956391278	1.6685682969
2.7963192639	1.6685498537
2.7969993999	1.6685314081
2.7976795359	1.6685129599
2.7983596719	1.6684945092
2.799039808	1.6684760559
2.799719944	1.6684576002
2.80040008	1.6684391419
2.801080216	1.6684206811
2.8017603521	1.6684022178
2.8024404881	1.668383752
2.8031206241	1.6683652836
2.8038007602	1.6683468128
2.8044808962	1.6683283394
2.8051610322	1.6683098636
2.8058411682	1.6682913852
2.8065213043	1.6682729044
2.8072014403	1.668254421
2.8078815763	1.6682359351
2.8085617123	1.6682174468
2.8092418484	1.6681989559
2.8099219844	1.6681804626
2.8106021204	1.6681619667
2.8112822565	1.6681434684
2.8119623925	1.6681249675
2.8126425285	1.6681064642
2.8133226645	1.6680879584
2.8140028006	1.6680694501
2.8146829366	1.6680509393
2.8153630726	1.668032426
2.8160432086	1.6680139103
2.8167233447	1.6679953921
2.8174034807	1.6679768713
2.8180836167	1.6679583482
2.8187637528	1.6679398225
2.8194438888	1.6679212944
2.8201240248	1.6679027638
2.8208041608	1.6678842307
2.8214842969	1.6678656951
2.8221644329	1.6678471571
2.8228445689	1.6678286166
2.8235247049	1.6678100737
2.824204841	1.6677915283
2.824884977	1.6677729804
2.825565113	1.6677544301
2.826245249	1.6677358773
2.8269253851	1.667717322
2.8276055211	1.6676987643
2.8282856571	1.6676802042
2.8289657932	1.6676616416
2.8296459292	1.6676430765
2.8303260652	1.667624509
2.8310062012	1.667605939
2.8316863373	1.6675873666
2.8323664733	1.6675687918
2.8330466093	1.6675502145
2.8337267453	1.6675316348
2.8344068814	1.6675130526
2.8350870174	1.667494468
2.8357671534	1.6674758809
2.8364472895	1.6674572914
2.8371274255	1.6674386995
2.8378075615	1.6674201052
2.8384876975	1.6674015084
2.8391678336	1.6673829092
2.8398479696	1.6673643076
2.8405281056	1.6673457035
2.8412082416	1.667327097
2.8418883777	1.6673084881
2.8425685137	1.6672898768
2.8432486497	1.667271263
2.8439287858	1.6672526468
2.8446089218	1.6672340283
2.8452890578	1.6672154073
2.8459691938	1.6671967838
2.8466493299	1.667178158
2.8473294659	1.6671595298
2.8480096019	1.6671408991
2.8486897379	1.6671222661
2.849369874	1.6671036306
2.85005001	1.6670849928
2.850730146	1.6670663525
2.8514102821	1.6670477098
2.8520904181	1.6670290648
2.8527705541	1.6670104173
2.8534506901	1.6669917674
2.8541308262	1.6669731152
2.8548109622	1.6669544605
2.8554910982	1.6669358035
2.8561712342	1.6669171441
2.8568513703	1.6668984822
2.8575315063	1.666879818
2.8582116423	1.6668611514
2.8588917784	1.6668424825
2.8595719144	1.6668238111
2.8602520504	1.6668051374
2.8609321864	1.6667864612
2.8616123225	1.6667677827
2.8622924585	1.6667491019
2.8629725945	1.6667304186
2.8636527305	1.666711733
2.8643328666	1.666693045
2.8650130026	1.6666743546
2.8656931386	1.6666556619
2.8663732747	1.6666369668
2.8670534107	1.6666182693
2.8677335467	1.6665995695
2.8684136827	1.6665808673
2.8690938188	1.6665621627
2.8697739548	1.6665434558
2.8704540908	1.6665247466
2.8711342268	1.6665060349
2.8718143629	1.6664873209
2.8724944989	1.6664686046
2.8731746349	1.6664498859
2.873854771	1.6664311649
2.874534907	1.6664124415
2.875215043	1.6663937158
2.875895179	1.6663749877
2.8765753151	1.6663562573
2.8772554511	1.6663375245
2.8779355871	1.6663187894
2.8786157231	1.666300052
2.8792958592	1.6662813122
2.8799759952	1.6662625701
2.8806561312	1.6662438256
2.8813362673	1.6662250788
2.8820164033	1.6662063297
2.8826965393	1.6661875783
2.8833766753	1.6661688245
2.8840568114	1.6661500684
2.8847369474	1.66613131
2.8854170834	1.6661125492
2.8860972194	1.6660937861
2.8867773555	1.6660750207
2.8874574915	1.666056253
2.8881376275	1.666037483
2.8888177636	1.6660187106
2.8894978996	1.665999936
2.8901780356	1.665981159
2.8908581716	1.6659623797
2.8915383077	1.6659435981
2.8922184437	1.6659248142
2.8928985797	1.665906028
2.8935787157	1.6658872395
2.8942588518	1.6658684487
2.8949389878	1.6658496556
2.8956191238	1.6658308602
2.8962992599	1.6658120624
2.8969793959	1.6657932624
2.8976595319	1.6657744601
2.8983396679	1.6657556555
2.899019804	1.6657368486
2.89969994	1.6657180394
2.900380076	1.6656992279
2.901060212	1.6656804142
2.9017403481	1.6656615981
2.9024204841	1.6656427798
2.9031006201	1.6656239591
2.9037807562	1.6656051362
2.9044608922	1.6655863111
2.9051410282	1.6655674836
2.9058211642	1.6655486538
2.9065013003	1.6655298218
2.9071814363	1.6655109875
2.9078615723	1.665492151
2.9085417083	1.6654733121
2.9092218444	1.665454471
2.9099019804	1.6654356277
2.9105821164	1.665416782
2.9112622525	1.6653979341
2.9119423885	1.665379084
2.9126225245	1.6653602315
2.9133026605	1.6653413768
2.9139827966	1.6653225199
2.9146629326	1.6653036607
2.9153430686	1.6652847992
2.9160232046	1.6652659355
2.9167033407	1.6652470696
2.9173834767	1.6652282013
2.9180636127	1.6652093309
2.9187437487	1.6651904582
2.9194238848	1.6651715832
2.9201040208	1.665152706
2.9207841568	1.6651338266
2.9214642929	1.6651149449
2.9221444289	1.6650960609
2.9228245649	1.6650771748
2.9235047009	1.6650582864
2.924184837	1.6650393957
2.924864973	1.6650205028
2.925545109	1.6650016077
2.926225245	1.6649827104
2.9269053811	1.6649638108
2.9275855171	1.664944909
2.9282656531	1.664926005
2.9289457892	1.6649070988
2.9296259252	1.6648881903
2.9303060612	1.6648692796
2.9309861972	1.6648503667
2.9316663333	1.6648314516
2.9323464693	1.6648125343
2.9330266053	1.6647936147
2.9337067413	1.6647746929
2.9343868774	1.6647557689
2.9350670134	1.6647368427
2.9357471494	1.6647179143
2.9364272855	1.6646989837
2.9371074215	1.6646800509
2.9377875575	1.6646611159
2.9384676935	1.6646421787
2.9391478296	1.6646232392
2.9398279656	1.6646042976
2.9405081016	1.6645853538
2.9411882376	1.6645664078
2.9418683737	1.6645474596
2.9425485097	1.6645285092
2.9432286457	1.6645095566
2.9439087818	1.6644906018
2.9445889178	1.6644716448
2.9452690538	1.6644526856
2.9459491898	1.6644337243
2.9466293259	1.6644147607
2.9473094619	1.664395795
2.9479895979	1.6643768271
2.9486697339	1.664357857
2.94934987	1.6643388848
2.950030006	1.6643199103
2.950710142	1.6643009337
2.9513902781	1.6642819549
2.9520704141	1.664262974
2.9527505501	1.6642439909
2.9534306861	1.6642250056
2.9541108222	1.6642060181
2.9547909582	1.6641870285
2.9554710942	1.6641680367
2.9561512302	1.6641490427
2.9568313663	1.6641300466
2.9575115023	1.6641110484
2.9581916383	1.6640920479
2.9588717744	1.6640730453
2.9595519104	1.6640540406
2.9602320464	1.6640350337
2.9609121824	1.6640160246
2.9615923185	1.6639970135
2.9622724545	1.6639780001
2.9629525905	1.6639589846
2.9636327265	1.663939967
2.9643128626	1.6639209472
2.9649929986	1.6639019253
2.9656731346	1.6638829012
2.9663532707	1.663863875
2.9670334067	1.6638448467
2.9677135427	1.6638258162
2.9683936787	1.6638067836
2.9690738148	1.6637877488
2.9697539508	1.6637687119
2.9704340868	1.6637496729
2.9711142228	1.6637306318
2.9717943589	1.6637115885
2.9724744949	1.6636925431
2.9731546309	1.6636734956
2.973834767	1.663654446
2.974514903	1.6636353942
2.975195039	1.6636163404
2.975875175	1.6635972844
2.9765553111	1.6635782263
2.9772354471	1.663559166
2.9779155831	1.6635401037
2.9785957191	1.6635210393
2.9792758552	1.6635019727
2.9799559912	1.663482904
2.9806361272	1.6634638333
2.9813162633	1.6634447604
2.9819963993	1.6634256854
2.9826765353	1.6634066083
2.9833566713	1.6633875292
2.9840368074	1.6633684479
2.9847169434	1.6633493645
2.9853970794	1.663330279
2.9860772154	1.6633111915
2.9867573515	1.6632921018
2.9874374875	1.66327301
2.9881176235	1.6632539162
2.9887977596	1.6632348203
2.9894778956	1.6632157222
2.9901580316	1.6631966221
2.9908381676	1.66317752
2.9915183037	1.6631584157
2.9921984397	1.6631393093
2.9928785757	1.6631202009
2.9935587117	1.6631010904
2.9942388478	1.6630819778
2.9949189838	1.6630628632
2.9955991198	1.6630437465
2.9962792559	1.6630246277
2.9969593919	1.6630055068
2.9976395279	1.6629863839
2.9983196639	1.6629672589
2.9989998	1.6629481318
2.999679936	1.6629290027
3.000360072	1.6629098715
3.001040208	1.6628907382
3.0017203441	1.6628716029
3.0024004801	1.6628524655
3.0030806161	1.6628333261
3.0037607522	1.6628141846
3.0044408882	1.6627950411
3.0051210242	1.6627758955
3.0058011602	1.6627567479
3.0064812963	1.6627375982
3.0071614323	1.6627184464
3.0078415683	1.6626992926
3.0085217043	1.6626801368
3.0092018404	1.6626609789
3.0098819764	1.662641819
3.0105621124	1.662622657
3.0112422484	1.662603493
3.0119223845	1.6625843269
3.0126025205	1.6625651588
3.0132826565	1.6625459886
3.0139627926	1.6625268164
3.0146429286	1.6625076422
3.0153230646	1.662488466
3.0160032006	1.6624692877
3.0166833367	1.6624501073
3.0173634727	1.662430925
3.0180436087	1.6624117406
3.0187237447	1.6623925542
3.0194038808	1.6623733657
3.0200840168	1.6623541752
3.0207641528	1.6623349827
3.0214442889	1.6623157882
3.0221244249	1.6622965916
3.0228045609	1.662277393
3.0234846969	1.6622581924
3.024164833	1.6622389898
3.024844969	1.6622197851
3.025525105	1.6622005784
3.026205241	1.6621813697
3.0268853771	1.662162159
3.0275655131	1.6621429463
3.0282456491	1.6621237316
3.0289257852	1.6621045148
3.0296059212	1.662085296
3.0302860572	1.6620660752
3.0309661932	1.6620468524
3.0316463293	1.6620276276
3.0323264653	1.6620084008
3.0330066013	1.661989172
3.0336867373	1.6619699412
3.0343668734	1.6619507084
3.0350470094	1.6619314735
3.0357271454	1.6619122367
3.0364072815	1.6618929979
3.0370874175	1.661873757
3.0377675535	1.6618545142
3.0384476895	1.6618352693
3.0391278256	1.6618160225
3.0398079616	1.6617967737
3.0404880976	1.6617775229
3.0411682336	1.66175827
3.0418483697	1.6617390152
3.0425285057	1.6617197584
3.0432086417	1.6617004996
3.0438887778	1.6616812389
3.0445689138	1.6616619761
3.0452490498	1.6616427113
3.0459291858	1.6616234446
3.0466093219	1.6616041759
3.0472894579	1.6615849051
3.0479695939	1.6615656324
3.0486497299	1.6615463578
3.049329866	1.6615270811
3.050010002	1.6615078025
3.050690138	1.6614885219
3.0513702741	1.6614692393
3.0520504101	1.6614499547
3.0527305461	1.6614306682
3.0534106821	1.6614113797
3.0540908182	1.6613920892
3.0547709542	1.6613727967
3.0554510902	1.6613535023
3.0561312262	1.6613342059
3.0568113623	1.6613149075
3.0574914983	1.6612956072
3.0581716343	1.6612763049
3.0588517704	1.6612570006
3.0595319064	1.6612376944
3.0602120424	1.6612183862
3.0608921784	1.6611990761
3.0615723145	1.661179764
3.0622524505	1.6611604499
3.0629325865	1.6611411339
3.0636127225	1.6611218159
3.0642928586	1.661102496
3.0649729946	1.6610831741
3.0656531306	1.6610638503
3.0663332667	1.6610445245
3.0670134027	1.6610251967
3.0676935387	1.661005867
3.0683736747	1.6609865354
3.0690538108	1.6609672018
3.0697339468	1.6609478662
3.0704140828	1.6609285288
3.0710942188	1.6609091893
3.0717743549	1.660889848
3.0724544909	1.6608705047
3.0731346269	1.6608511594
3.073814763	1.6608318122
3.074494899	1.6608124631
3.075175035	1.660793112
3.075855171	1.660773759
3.0765353071	1.6607544041
3.0772154431	1.6607350472
3.0778955791	1.6607156884
3.0785757151	1.6606963277
3.0792558512	1.660676965
3.0799359872	1.6606576004
3.0806161232	1.6606382339
3.0812962593	1.6606188654
3.0819763953	1.660599495
3.0826565313	1.6605801227
3.0833366673	1.6605607485
3.0840168034	1.6605413724
3.0846969394	1.6605219943
3.0853770754	1.6605026143
3.0860572114	1.6604832324
3.0867373475	1.6604638486
3.0874174835	1.6604444628
3.0880976195	1.6604250752
3.0887777556	1.6604056856
3.0894578916	1.6603862941
3.0901380276	1.6603669007
3.0908181636	1.6603475054
3.0914982997	1.6603281081
3.0921784357	1.660308709
3.0928585717	1.660289308
3.0935387077	1.660269905
3.0942188438	1.6602505002
3.0948989798	1.6602310934
3.0955791158	1.6602116848
3.0962592519	1.6601922742
3.0969393879	1.6601728617
3.0976195239	1.6601534474
3.0982996599	1.6601340311
3.098979796	1.6601146129
3.099659932	1.6600951929
3.100340068	1.6600757709
3.101020204	1.6600563471
3.1017003401	1.6600369213
3.1023804761	1.6600174937
3.1030606121	1.6599980642
3.1037407481	1.6599786328
3.1044208842	1.6599591995
3.1051010202	1.6599397643
3.1057811562	1.6599203272
3.1064612923	1.6599008882
3.1071414283	1.6598814474
3.1078215643	1.6598620047
3.1085017003	1.65984256
3.1091818364	1.6598231136
3.1098619724	1.6598036652
3.1105421084	1.6597842149
3.1112222444	1.6597647628
3.1119023805	1.6597453088
3.1125825165	1.6597258529
3.1132626525	1.6597063952
3.1139427886	1.6596869355
3.1146229246	1.659667474
3.1153030606	1.6596480107
3.1159831966	1.6596285454
3.1166633327	1.6596090783
3.1173434687	1.6595896094
3.1180236047	1.6595701385
3.1187037407	1.6595506658
3.1193838768	1.6595311912
3.1200640128	1.6595117148
3.1207441488	1.6594922365
3.1214242849	1.6594727564
3.1221044209	1.6594532743
3.1227845569	1.6594337905
3.1234646929	1.6594143047
3.124144829	1.6593948172
3.124824965	1.6593753277
3.125505101	1.6593558364
3.126185237	1.6593363433
3.1268653731	1.6593168483
3.1275455091	1.6592973514
3.1282256451	1.6592778527
3.1289057812	1.6592583522
3.1295859172	1.6592388498
3.1302660532	1.6592193456
3.1309461892	1.6591998395
3.1316263253	1.6591803316
3.1323064613	1.6591608218
3.1329865973	1.6591413102
3.1336667333	1.6591217967
3.1343468694	1.6591022814
3.1350270054	1.6590827643
3.1357071414	1.6590632453
3.1363872775	1.6590437245
3.1370674135	1.6590242019
3.1377475495	1.6590046774
3.1384276855	1.6589851511
3.1391078216	1.658965623
3.1397879576	1.6589460931
3.1404680936	1.6589265613
3.1411482296	1.6589070277
3.1418283657	1.6588874922
3.1425085017	1.6588679549
3.1431886377	1.6588484158
3.1438687738	1.6588288749
3.1445489098	1.6588093322
3.1452290458	1.6587897876
3.1459091818	1.6587702413
3.1465893179	1.6587506931
3.1472694539	1.658731143
3.1479495899	1.6587115912
3.1486297259	1.6586920376
3.149309862	1.6586724821
3.149989998	1.6586529248
3.150670134	1.6586333657
3.1513502701	1.6586138048
3.1520304061	1.6585942421
3.1527105421	1.6585746776
3.1533906781	1.6585551113
3.1540708142	1.6585355432
3.1547509502	1.6585159732
3.1554310862	1.6584964015
3.1561112222	1.6584768279
3.1567913583	1.6584572526
3.1574714943	1.6584376755
3.1581516303	1.6584180965
3.1588317664	1.6583985158
3.1595119024	1.6583789332
3.1601920384	1.6583593489
3.1608721744	1.6583397628
3.1615523105	1.6583201749
3.1622324465	1.6583005851
3.1629125825	1.6582809936
3.1635927185	1.6582614003
3.1642728546	1.6582418052
3.1649529906	1.6582222084
3.1656331266	1.6582026097
3.1663132627	1.6581830093
3.1669933987	1.658163407
3.1676735347	1.658143803
3.1683536707	1.6581241972
3.1690338068	1.6581045896
3.1697139428	1.6580849803
3.1703940788	1.6580653691
3.1710742148	1.6580457562
3.1717543509	1.6580261415
3.1724344869	1.658006525
3.1731146229	1.6579869068
3.173794759	1.6579672868
3.174474895	1.657947665
3.175155031	1.6579280414
3.175835167	1.6579084161
3.1765153031	1.657888789
3.1771954391	1.6578691601
3.1778755751	1.6578495295
3.1785557111	1.6578298971
3.1792358472	1.6578102629
3.1799159832	1.657790627
3.1805961192	1.6577709893
3.1812762553	1.6577513498
3.1819563913	1.6577317086
3.1826365273	1.6577120656
3.1833166633	1.6576924209
3.1839967994	1.6576727744
3.1846769354	1.6576531262
3.1853570714	1.6576334762
3.1860372074	1.6576138244
3.1867173435	1.6575941709
3.1873974795	1.6575745157
3.1880776155	1.6575548587
3.1887577516	1.6575351999
3.1894378876	1.6575155394
3.1901180236	1.6574958772
3.1907981596	1.6574762132
3.1914782957	1.6574565475
3.1921584317	1.65743688
3.1928385677	1.6574172108
3.1935187037	1.6573975398
3.1941988398	1.6573778671
3.1948789758	1.6573581927
3.1955591118	1.6573385165
3.1962392478	1.6573188386
3.1969193839	1.6572991589
3.1975995199	1.6572794775
3.1982796559	1.6572597944
3.198959792	1.6572401096
3.199639928	1.657220423
3.200320064	1.6572007347
3.2010002	1.6571810447
3.2016803361	1.6571613529
3.2023604721	1.6571416594
3.2030406081	1.6571219642
3.2037207441	1.6571022672
3.2044008802	1.6570825685
3.2050810162	1.6570628681
3.2057611522	1.6570431659
3.2064412883	1.657023462
3.2071214243	1.6570037563
3.2078015603	1.6569840489
3.2084816963	1.6569643397
3.2091618324	1.6569446289
3.2098419684	1.6569249162
3.2105221044	1.6569052018
3.2112022404	1.6568854857
3.2118823765	1.6568657678
3.2125625125	1.6568460481
3.2132426485	1.6568263268
3.2139227846	1.6568066036
3.2146029206	1.6567868787
3.2152830566	1.656767152
3.2159631926	1.6567474236
3.2166433287	1.6567276934
3.2173234647	1.6567079615
3.2180036007	1.6566882278
3.2186837367	1.6566684923
3.2193638728	1.656648755
3.2200440088	1.656629016
3.2207241448	1.6566092753
3.2214042809	1.6565895327
3.2220844169	1.6565697884
3.2227645529	1.6565500423
3.2234446889	1.6565302944
3.224124825	1.6565105448
3.224804961	1.6564907934
3.225485097	1.6564710402
3.226165233	1.6564512852
3.2268453691	1.6564315284
3.2275255051	1.6564117699
3.2282056411	1.6563920096
3.2288857772	1.6563722475
3.2295659132	1.6563524836
3.2302460492	1.6563327179
3.2309261852	1.6563129504
3.2316063213	1.6562931812
3.2322864573	1.6562734101
3.2329665933	1.6562536373
3.2336467293	1.6562338627
3.2343268654	1.6562140862
3.2350070014	1.656194308
3.2356871374	1.656174528
3.2363672735	1.6561547461
3.2370474095	1.6561349625
3.2377275455	1.6561151771
3.2384076815	1.6560953898
3.2390878176	1.6560756008
3.2397679536	1.65605581
3.2404480896	1.6560360173
3.2411282256	1.6560162228
3.2418083617	1.6559964266
3.2424884977	1.6559766285
3.2431686337	1.6559568286
3.2438487698	1.6559370269
3.2445289058	1.6559172233
3.2452090418	1.655897418
3.2458891778	1.6558776108
3.2465693139	1.6558578018
3.2472494499	1.655837991
3.2479295859	1.6558181784
3.2486097219	1.655798364
3.249289858	1.6557785477
3.249969994	1.6557587296
3.25065013	1.6557389096
3.2513302661	1.6557190879
3.2520104021	1.6556992643
3.2526905381	1.6556794389
3.2533706741	1.6556596116
3.2540508102	1.6556397825
3.2547309462	1.6556199516
3.2554110822	1.6556001188
3.2560912182	1.6555802842
3.2567713543	1.6555604478
3.2574514903	1.6555406095
3.2581316263	1.6555207694
3.2588117624	1.6555009274
3.2594918984	1.6554810836
3.2601720344	1.6554612379
3.2608521704	1.6554413904
3.2615323065	1.655421541
3.2622124425	1.6554016898
3.2628925785	1.6553818367
3.2635727145	1.6553619818
3.2642528506	1.655342125
3.2649329866	1.6553222664
3.2656131226	1.6553024059
3.2662932587	1.6552825436
3.2669733947	1.6552626794
3.2676535307	1.6552428133
3.2683336667	1.6552229454
3.2690138028	1.6552030756
3.2696939388	1.6551832039
3.2703740748	1.6551633304
3.2710542108	1.655143455
3.2717343469	1.6551235777
3.2724144829	1.6551036986
3.2730946189	1.6550838176
3.273774755	1.6550639347
3.274454891	1.6550440499
3.275135027	1.6550241633
3.275815163	1.6550042748
3.2764952991	1.6549843844
3.2771754351	1.6549644921
3.2778555711	1.6549445979
3.2785357071	1.6549247019
3.2792158432	1.654904804
3.2798959792	1.6548849042
3.2805761152	1.6548650025
3.2812562513	1.6548450989
3.2819363873	1.6548251934
3.2826165233	1.654805286
3.2832966593	1.6547853768
3.2839767954	1.6547654656
3.2846569314	1.6547455525
3.2853370674	1.6547256376
3.2860172034	1.6547057208
3.2866973395	1.654685802
3.2873774755	1.6546658814
3.2880576115	1.6546459588
3.2887377475	1.6546260344
3.2894178836	1.654606108
3.2900980196	1.6545861797
3.2907781556	1.6545662496
3.2914582917	1.6545463175
3.2921384277	1.6545263835
3.2928185637	1.6545064476
3.2934986997	1.6544865098
3.2941788358	1.6544665701
3.2948589718	1.6544466284
3.2955391078	1.6544266849
3.2962192438	1.6544067394
3.2968993799	1.654386792
3.2975795159	1.6543668427
3.2982596519	1.6543468914
3.298939788	1.6543269382
3.299619924	1.6543069832
3.30030006	1.6542870261
3.300980196	1.6542670672
3.3016603321	1.6542471063
3.3023404681	1.6542271435
3.3030206041	1.6542071788
3.3037007401	1.6541872121
3.3043808762	1.6541672435
3.3050610122	1.654147273
3.3057411482	1.6541273005
3.3064212843	1.6541073261
3.3071014203	1.6540873497
3.3077815563	1.6540673714
3.3084616923	1.6540473912
3.3091418284	1.654027409
3.3098219644	1.6540074248
3.3105021004	1.6539874388
3.3111822364	1.6539674507
3.3118623725	1.6539474608
3.3125425085	1.6539274688
3.3132226445	1.653907475
3.3139027806	1.6538874791
3.3145829166	1.6538674813
3.3152630526	1.6538474816
3.3159431886	1.6538274799
3.3166233247	1.6538074762
3.3173034607	1.6537874706
3.3179835967	1.653767463
3.3186637327	1.6537474535
3.3193438688	1.653727442
3.3200240048	1.6537074285
3.3207041408	1.6536874131
3.3213842769	1.6536673957
3.3220644129	1.6536473763
3.3227445489	1.653627355
3.3234246849	1.6536073316
3.324104821	1.6535873063
3.324784957	1.6535672791
3.325465093	1.6535472498
3.326145229	1.6535272186
3.3268253651	1.6535071854
3.3275055011	1.6534871502
3.3281856371	1.653467113
3.3288657732	1.6534470739
3.3295459092	1.6534270328
3.3302260452	1.6534069896
3.3309061812	1.6533869445
3.3315863173	1.6533668974
3.3322664533	1.6533468484
3.3329465893	1.6533267973
3.3336267253	1.6533067442
3.3343068614	1.6532866892
3.3349869974	1.6532666321
3.3356671334	1.6532465731
3.3363472695	1.653226512
3.3370274055	1.6532064489
3.3377075415	1.6531863839
3.3383876775	1.6531663168
3.3390678136	1.6531462478
3.3397479496	1.6531261767
3.3404280856	1.6531061037
3.3411082216	1.6530860286
3.3417883577	1.6530659515
3.3424684937	1.6530458724
3.3431486297	1.6530257913
3.3438287658	1.6530057082
3.3445089018	1.6529856231
3.3451890378	1.6529655359
3.3458691738	1.6529454467
3.3465493099	1.6529253556
3.3472294459	1.6529052624
3.3479095819	1.6528851671
3.3485897179	1.6528650699
3.349269854	1.6528449706
3.34994999	1.6528248693
3.350630126	1.652804766
3.3513102621	1.6527846607
3.3519903981	1.6527645533
3.3526705341	1.6527444439
3.3533506701	1.6527243324
3.3540308062	1.652704219
3.3547109422	1.6526841035
3.3553910782	1.6526639859
3.3560712142	1.6526438663
3.3567513503	1.6526237447
3.3574314863	1.6526036211
3.3581116223	1.6525834954
3.3587917584	1.6525633676
3.3594718944	1.6525432378
3.3601520304	1.652523106
3.3608321664	1.6525029721
3.3615123025	1.6524828362
3.3621924385	1.6524626982
3.3628725745	1.6524425582
3.3635527105	1.6524224161
3.3642328466	1.652402272
3.3649129826	1.6523821258
3.3655931186	1.6523619776
3.3662732547	1.6523418273
3.3669533907	1.6523216749
3.3676335267	1.6523015205
3.3683136627	1.652281364
3.3689937988	1.6522612055
3.3696739348	1.6522410449
3.3703540708	1.6522208822
3.3710342068	1.6522007175
3.3717143429	1.6521805507
3.3723944789	1.6521603818
3.3730746149	1.6521402108
3.373754751	1.6521200378
3.374434887	1.6520998627
3.375115023	1.6520796856
3.375795159	1.6520595063
3.3764752951	1.652039325
3.3771554311	1.6520191416
3.3778355671	1.6519989561
3.3785157031	1.6519787686
3.3791958392	1.6519585789
3.3798759752	1.6519383872
3.3805561112	1.6519181934
3.3812362472	1.6518979975
3.3819163833	1.6518777995
3.3825965193	1.6518575994
3.3832766553	1.6518373973
3.3839567914	1.651817193
3.3846369274	1.6517969866
3.3853170634	1.6517767782
3.3859971994	1.6517565676
3.3866773355	1.651736355
3.3873574715	1.6517161403
3.3880376075	1.6516959234
3.3887177435	1.6516757045
3.3893978796	1.6516554834
3.3900780156	1.6516352603
3.3907581516	1.651615035
3.3914382877	1.6515948076
3.3921184237	1.6515745782
3.3927985597	1.6515543466
3.3934786957	1.6515341129
3.3941588318	1.6515138771
3.3948389678	1.6514936391
3.3955191038	1.6514733991
3.3961992398	1.651453157
3.3968793759	1.6514329127
3.3975595119	1.6514126663
3.3982396479	1.6513924178
3.398919784	1.6513721671
3.39959992	1.6513519144
